MARCA_STANDARD,MODELO|CLASE|NUEVA_CATEGORIA|LIVIANOS_PESADOS|MODELO_VEH_STD|COD_NUEVA_CATEGORIA|NUEVO
SMA,C61|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
MERCEDES BENZ,C63|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|C63|L1A|
VOLVO,C70|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,C90|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
FAW,CA|PICK UP|PICK UP|LIVIANOS||L6|
AUDI,CABRIOLET|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CABRIOLET|L1A|
VOLKSWAGEN,CADDY|PANEL|PANEL|LIVIANOS|CADDY|L5|
KIA,CADENZA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CADENZA|L1A|
TOYOTA,CALDINA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FAW,CALE|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
DODGE,CALIBER|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|CALIBER|LX|
BAJAJ,CALIBER|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|CALIBER|L9|
CHEVROLET,CAMARO|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|CAMARO|L1B|
TOYOTA,CAMI|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,CAMRY|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CAMRY|L1A|
MAZDA,CAPELLA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CAPELLA|L1A|
MERCURY,CAPRI|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
CHEVROLET,CAPRICE|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
CHEVROLET,CAPTIVA|RURALES|BAJO RIESGO 1|LIVIANOS|CAPTIVA|L1A|
NISSAN,CARAVAN|PANEL|BAJO RIESGO 1|LIVIANOS|CARAVAN|L1A|
DODGE,CARAVAN|RURALES|NO ASEGURABLE|LIVIANOS|CARAVAN|LX|
CHRYSLER,CARAVAN|RURALES|BAJO RIESGO 1|LIVIANOS|CARAVAN|L1A|
KIA,CARENS|RURALES|BAJO RIESGO 1|LIVIANOS|CARENS|L1A|
TOYOTA,CARINA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CARINA|L1A|
KIA,CARNIVAL|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CARNIVAL|L1A|
SUZUKI,CARRY|PICK UP|PICK UP|LIVIANOS|CARRY|L6|
NISSAN,CASCAI|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,CAVALIER|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
MAVILA,CAVALRY|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|CAVALRY|L9|
PORSCHE,CAYENNE|RURALES|BAJO RIESGO 1|LIVIANOS|CAYENNE|L1A|
PORSCHE,CAYMAN|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
HONDA,CB|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
HONDA,CBX|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
HONDA,CBX125|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
VOLKSWAGEN,CC|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CCLASS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,CD|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
NISSAN,CEDRIC|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CEDRIC|L1A|
CHEVROLET,CELEBRITY|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|CELEBRITY|L1B|
SUZUKI,CELERIO|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|CELERIO|L2|
TOYOTA,CELICA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,CELSIOR|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
IVECO,CENTAURO|OTROS|NO ASEGURABLE|LIVIANOS||LX|
KIA,CERATO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CERATO|L1A|
YUMBO,CG|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
MOTOKAR,CG|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
HONDA,CG|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
SUMO,CG125|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
HONDA,CGL|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
MITSUBISHI,CHALLENGER|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CHALLENGER|L1A|
DODGE,CHALLENGER|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|CHALLENGER|LX|
DAIHATSU,CHARADE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
MITSUBISHI,CHARIOT|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
JEEP,CHEROKEE|RURALES|BAJO RIESGO 1|LIVIANOS|CHEROKEE|L1A|
CHEVROLET,CHEVELLE|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|CHEVELLE|L1B|
CHEVROLET,CHEVETTE|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
CHEVROLET,CHEVY|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
CHEVROLET,CHEYENNE|PICK UP|BAJO RIESGO 2|LIVIANOS|CHEYENNE|L1B|
DAEWOO,CIELO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FIAT,CINQUECENTO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,CITY|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,CIVIC|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CIVIC|L1A|
CHEVROLET,CK|PICK UP|BAJO RIESGO 2|LIVIANOS|CK|L1B|
GEELY,CK|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|CK|L3|
GEELY,CK 1.3|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
GEELY,CK 1.5|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
MERCEDES BENZ,CL 200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CL 500|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CL420|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CL500|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CL550|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CL550|L1A|
MERCEDES BENZ,CLA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CLC 200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CLC 200|L1A|
MERCEDES BENZ,CLC200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CLC350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
RENAULT,CLIO|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
RENAULT,CLIO II|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
MERCEDES BENZ,CLK|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CLK 200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CLK 230|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CLK 240|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CLK 230K|L1A|
MERCEDES BENZ,CLK 280|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CLK 320|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CLK 350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,CLK 430|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CLK 430|L1A|
MERCEDES BENZ,CLS 350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CLS 350|L1A|
MERCEDES BENZ,CLS 550|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CLS 550|L1A|
FORD,CLUB WAGON|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
MINI,CLUBMAN|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
CYCLER,CM|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
CHEVROLET,COBALT|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|COBALT|L1B|
CHEVROLET,COLORADO|PICK UP|BAJO RIESGO 2|LIVIANOS||L1B|
MITSUBISHI,COLT|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
JEEP,COMMANDER|RURALES|BAJO RIESGO 1|LIVIANOS|COMMANDER|L1A|
JEEP,COMPASS|RURALES|BAJO RIESGO 1|LIVIANOS|COMPASS|L1A|
FORD,CONTOUR|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MINI,COOPER|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|COOPER|LX|
SEAT,CORDOBA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
TOYOTA,COROLLA|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|COROLLA|L2|
TOYOTA,CORONA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CORONA|L1A|
TOYOTA,CORSA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,CORSA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
CHEVROLET,CORVETTE|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
MERCURY,COUGAR|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
MINI,COUNTRYMAN|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|COUNTRYMAN|LX|
HYUNDAI,COUPE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,COUPE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
GREAT WALL,COWRY|PANEL|CHINOS E INDIOS|LIVIANOS||L3|
HONDA,CR|VEHICULOS MENORES|NO ASEGURABLE|LIVIANOS||LX|
VOLKSWAGEN,CRAFTER|PANEL|PANEL|LIVIANOS|CRAFTER|L5|
TOYOTA,CRESSIDA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CRESSIDA|L1A|
VOLKSWAGEN,CROSSFOX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CROSSFOX|L1A|
TOYOTA,CROWN|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FORD,CROWN|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,CRUISER FJ|RURALES|BAJO RIESGO 1|LIVIANOS|CRUISER|L1A|
YAMAHA,CRUX|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
CHEVROLET,CRUZE|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|CRUZE|L1B|
HONDA,CR-V|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CR-V|L1A|
CHANGAN,CS35|RURALES|CHINOS E INDIOS|LIVIANOS|CS35|L3|
CADILLAC,CTS|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
HONDA,CTX|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
SUZUKI,CULTUS|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS||L2|
DAIHATSU,CUORE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
TOYOTA,CURREN|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FORD,CUSTOM|PICK UP|PICK UP|LIVIANOS||L6|
CHEVROLET,CUSTOM|PICK UP|BAJO RIESGO 2|LIVIANOS||L1B|
OLDSMOBILE,CUTLASS|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|CUTLASS|LX|
MAZDA,CX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHANGAN,CX20|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|CX20|L3|
TOYOTA,ACE|PANEL|PANEL|LIVIANOS||L5|
JAC,ACLASS|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
SSANGYONG,ACTYON|RURALES|BAJO RIESGO 2|LIVIANOS||L1B|
HONDA,ACURA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,AD|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,AD VAN|RURALES|BAJO RIESGO 1|LIVIANOS|AD|L1A|
NISSAN,AD WAGON|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
ZXAUTO,ADMIRAL|PICK UP|PICK UP|LIVIANOS||L6|
SUZUKI,AERIO|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|AERIO|L2|
FORD,AEROSTAR|PANEL|BAJO RIESGO 1|LIVIANOS|AEROSTAR|L1A|
YAMAHA,AG|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
FIAT,ALFA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
SEAT,ALHAMBRA|RURALES|BAJO RIESGO 2|LIVIANOS||L1B|
AUDI,ALL ROAD QUATRO|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
AUDI,ALLROAD|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,ALMERA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|ALMERA|L1B|
CHANGAN,ALSVIN|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
SEAT,ALTEA|RURALES|BAJO RIESGO 2|LIVIANOS||L1B|
NISSAN,ALTIMA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
SUZUKI,ALTO|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|ALTO|L2|
KIA,AMANTI|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
VOLKSWAGEN,AMAROK|PICK UP|PICK UP|LIVIANOS|AMAROK|L6|
VOLVO,AMAZON|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
VOLKSWAGEN,AMAZON|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,AMG|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,APACHE|PICK UP|BAJO RIESGO 2|LIVIANOS||L1B|
DAIHATSU,APPLAUSE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
SUZUKI,APV|PANEL|PANEL|LIVIANOS|APV|L5|
MAVILA,ARES|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
NISSAN,ARMADA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|ARMADA|L1A|
KEEWAY,ARSEN|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
YAMAHA,AS|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
MITSUBISHI,ASPIRE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,ASTRA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
CHEVROLET,ASTRO VAN|PANEL|BAJO RIESGO 2|LIVIANOS||L1B|
MITSUBISHI,ASX|RURALES|BAJO RIESGO 1|LIVIANOS|ASX|L1A|
MAZDA,ATENZA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HYUNDAI,ATOS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,AURIS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|AURIS|L1A|
BAJAJ,AUTORIKSHA|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
TOYOTA,AVALON|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|AVALON|L1A|
HYUNDAI,AVANTE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|AVANTE|L1A|
TOYOTA,AVANZA|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
DODGE,AVENGER|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
BAJAJ,AVENGER|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
NISSAN,AVENIR|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,AVENSIS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|AVENSIS|L1A|
CHEVROLET,AVEO|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|AVEO|L1B|
MAZDA,AXELA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HYUNDAI,AZERA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,B 200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|B 200|L1A|
JAC,B CROSS|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
MERCEDES BENZ,B180|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|B180|L1A|
MAZDA,B1800|PICK UP|PICK UP|LIVIANOS||L6|
MERCEDES BENZ,B200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MAZDA,B2000|PICK UP|PICK UP|LIVIANOS||L6|
MAZDA,B2200|PICK UP|PICK UP|LIVIANOS||L6|
MAZDA,B2500|PICK UP|PICK UP|LIVIANOS||L6|
MAZDA,B2600|PICK UP|PICK UP|LIVIANOS||L6|
MAZDA,B2900|PICK UP|PICK UP|LIVIANOS||L6|
SUZUKI,BALENO|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|BALENO|L2|
NISSAN,BAMA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,BAYAL|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|BAYAL|L1A|
JAC,BCROSS|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
CHERY,BEAT|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
VOLKSWAGEN,BEETLE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
PLYMOUTH,BELVEDERE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
CHANGAN,BENNI|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|BENNI|L3|
CHANGAN,BENNY|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
PEUGEOT,BERLINA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CITROEN,BERLINA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
BMW,BERLINA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CITROEN,BERLINGO|PANEL|BAJO RIESGO 1|LIVIANOS|BERLINGO|L1A|
KIA,BESTA|PANEL|PANEL|LIVIANOS||L5|
FAW,BESTURN|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|BESTURN|L3|
PIAGGIO,BEVERLY|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
CADILLAC,BIARRITZ|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
PEUGEOT,BIPPER|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|BIPPER|L1A|
CHEVROLET,BLAZER|RURALES|BAJO RIESGO 2|LIVIANOS|BLAZER|L1B|
NISSAN,BLUEBIRD|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|BLUEBIRD|L1A|
JMC,BOARDING|PICK UP|PICK UP|LIVIANOS||L6|
MAZDA,BONGO|PANEL|PANEL|LIVIANOS|BONGO|L5|
JMC,BOOMDAY|PICK UP|PICK UP|LIVIANOS||L6|
VOLKSWAGEN,BORA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|BORA|L1B|
PEUGEOT,BOXER|PANEL|BAJO RIESGO 1|LIVIANOS|BOXER|L1A|
BAJAJ,BOXER|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|BOXER|L9|
PORSCHE,BOXSTER|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
FIAT,BRAVA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
OLDSMOBILE,BRAVADA|RURALES|NO ASEGURABLE|LIVIANOS||LX|
FIAT,BRAVO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
ALFA ROMEO,BRERA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FORD,BRONCO|RURALES|BAJO RIESGO 1|LIVIANOS|BRONCO|L1A|
KAWASAKI,BRUTE FORCE|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
MAZDA,BT50|PICK UP|PICK UP|LIVIANOS||L6|
CITROEN,BX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,C 180|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|C180|L1A|
MERCEDES BENZ,C 200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
VOLKSWAGEN,ESCARABAJO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FORD,ESCORT|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
SUZUKI,ESCUDO|RURALES|MEDIANO RIESGO|LIVIANOS||L2|
DAEWOO,ESPERO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
SUZUKI,ESTEEM|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS||L2|
HONDA,EX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|EX|L1A|
HYUNDAI,EXCEL|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|EXCEL|L1A|
FORD,EXCURSION|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
SEAT,EXEO|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
FORD,EXPEDITION|RURALES|BAJO RIESGO 1|LIVIANOS|EXPEDITION|L1A|
PEUGEOT,EXPERT|RURALES|BAJO RIESGO 1|LIVIANOS|EXPERT|L1A|
NISSAN,EXPERT|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|EXPERT|L1A|
FORD,EXPLORER|RURALES|BAJO RIESGO 1|LIVIANOS|EXPLORER|L1A|
MITSUBISHI,EXPO|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,EXPRESS VAN|RURALES|BAJO RIESGO 2|LIVIANOS|EXPRESS|L1B|
BYD,F0|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
FORD,F100|PICK UP|PICK UP|LIVIANOS||L6|
FORD,F150|PICK UP|PICK UP|LIVIANOS|F-150|L6|
FORD,F250|PICK UP|PICK UP|LIVIANOS||L6|
BYD,F3|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|F3|L3|
FORD,F3|PICK UP|PICK UP|LIVIANOS|F3|L6|
FORD,F300|PICK UP|PICK UP|LIVIANOS||L6|
FORD,F350|PICK UP|PICK UP|LIVIANOS|F350|L6|
FERRARI,F355|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
FORD,F450|PICK UP|PICK UP|LIVIANOS|F450|L6|
FORD,F550|PICK UP|PICK UP|LIVIANOS||L6|
BMW,F650|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
FORD,F750|PICK UP|BAJO RIESGO 1|LIVIANOS|F750|L1A|
BMW,F800|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
SKODA,FABIA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|FABIA|L1A|
CHERY,FACE|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|FACE|L3|
FORD,FAIRLANE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FORD,FAIRMONT|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|FAIRMONT|L1A|
MAZDA,FAMILIA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|FAMILIA|L1A|
HAIMA,FAMILY|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|FAMILY|L3|
UM,FASTWIND|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
YAMAHA,FAZER|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
SUZUKI,FB|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
DAIHATSU,FEROZA|RURALES|NO ASEGURABLE|LIVIANOS||LX|
FORD,FESTIVA|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
NISSAN,FIERA|PICK UP|PICK UP|LIVIANOS|FIERA|L6|
FORD,FIESTA|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|FIESTA|LX|
FIAT,FIORINO|PANEL|BAJO RIESGO 1|LIVIANOS|FIORINO|L1A|
HONDA,FIT|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|FIT|L1A|
TOYOTA,FJ CRUISER|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
GREAT WALL,FLORID|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|FLORID|L3|
RENAULT,FLUENCE|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
FORD,FOCUS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|FOCUS|L1A|
SUZUKI,FORENZA|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|FORENZA|L2|
SUBARU,FORESTER|RURALES|BAJO RIESGO 1|LIVIANOS|FORESTER|L1A|
KIA,FORTE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|FORTE KOUP|L1A|
TOYOTA,FORTUNER|RURALES|BAJO RIESGO 1|LIVIANOS|FORTUNER|L1A|
CHEVROLET,FORZA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
VOLKSWAGEN,FOX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LAND ROVER,FREELANDER|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
HAIMA,FREEMA|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
NISSAN,FRONTIER|PICK UP|PICK UP|LIVIANOS|FRONTIER|L6|
BRILLIANCE,FRV|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
HAIMA,FSTAR|PANEL|PANEL|LIVIANOS|F-STAR|L5|
BRILLIANCE,FSV|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|FSV|L3|
ITALIKA,FT|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|FT|L9|
CHERY,FULWIN|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|FULWIN|L3|
NISSAN,FURGON|PANEL|PANEL|LIVIANOS|FURGON|L5|
FAW,FV70|PANEL|CHINOS E INDIOS|LIVIANOS||L3|
INFINITI,FX|RURALES|NO ASEGURABLE|LIVIANOS||LX|
YAMAHA,FZ|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
BYD,G3|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
MERCEDES BENZ,G400|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
